"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009952","anterior/posterior pattern specification","3/21","227/20505",0.00153679368725349,0.134975335774899,0.10498081671381,"ENSG00000090932/ENSG00000180806/ENSG00000037965",3
"GO:0003002","regionalization","3/21","368/20505",0.00599844107230422,0.134975335774899,0.10498081671381,"ENSG00000090932/ENSG00000180806/ENSG00000037965",3
"GO:0035335","peptidyl-tyrosine dephosphorylation","2/21","115/20505",0.00610753799132508,0.134975335774899,0.10498081671381,"ENSG00000080031/ENSG00000070778",2
"GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","1/21","10/20505",0.0101965619608775,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0051256","mitotic spindle midzone assembly","1/21","10/20505",0.0101965619608775,0.134975335774899,0.10498081671381,"ENSG00000137807",1
"GO:0072386","plus-end-directed organelle transport along microtubule","1/21","10/20505",0.0101965619608775,0.134975335774899,0.10498081671381,"ENSG00000137807",1
"GO:0009157","deoxyribonucleoside monophosphate biosynthetic process","1/21","11/20505",0.0112107543101735,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0007389","pattern specification process","3/21","463/20505",0.0112428032950694,0.134975335774899,0.10498081671381,"ENSG00000090932/ENSG00000180806/ENSG00000037965",3
"GO:0000022","mitotic spindle elongation","1/21","12/20505",0.0122239569138376,0.134975335774899,0.10498081671381,"ENSG00000137807",1
"GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","1/21","12/20505",0.0122239569138376,0.134975335774899,0.10498081671381,"ENSG00000171246",1
"GO:0001976","neurological system process involved in regulation of systemic arterial blood pressure","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000129991",1
"GO:0009143","nucleoside triphosphate catabolic process","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0009223","pyrimidine deoxyribonucleotide catabolic process","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0046385","deoxyribose phosphate biosynthetic process","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0051231","spindle elongation","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000137807",1
"GO:0051255","spindle midzone assembly","1/21","13/20505",0.0132361706895076,0.134975335774899,0.10498081671381,"ENSG00000137807",1
"GO:0006244","pyrimidine nucleotide catabolic process","1/21","14/20505",0.0142473965540171,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0009162","deoxyribonucleoside monophosphate metabolic process","1/21","14/20505",0.0142473965540171,0.134975335774899,0.10498081671381,"ENSG00000276759",1
"GO:0009263","deoxyribonucleotide biosynthetic process","1/21","16/20505",0.0162668882128553,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0048339","paraxial mesoderm development","1/21","17/20505",0.0172751558368259,0.136918240315968,0.106491964690197,"ENSG00000090932",1
"GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process","1/21","18/20505",0.018282439208918,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0009200","deoxyribonucleoside triphosphate metabolic process","1/21","18/20505",0.018282439208918,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0032780","negative regulation of ATPase activity","1/21","18/20505",0.018282439208918,0.136918240315968,0.106491964690197,"ENSG00000129991",1
"GO:0009129","pyrimidine nucleoside monophosphate metabolic process","1/21","19/20505",0.0192887392419445,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0009264","deoxyribonucleotide catabolic process","1/21","20/20505",0.0202940568479151,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0009219","pyrimidine deoxyribonucleotide metabolic process","1/21","21/20505",0.0212983929380395,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0046386","deoxyribose phosphate catabolic process","1/21","21/20505",0.0212983929380395,0.136918240315968,0.106491964690197,"ENSG00000276759",1
"GO:0009147","pyrimidine nucleoside triphosphate metabolic process","1/21","22/20505",0.022301748422725,0.138424645382431,0.107663613075224,"ENSG00000276759",1
"GO:0048705","skeletal system morphogenesis","2/21","244/20505",0.0255210475374036,0.153126285224422,0.119098221841217,"ENSG00000180806/ENSG00000037965",2
"GO:0000395","mRNA 5'-splice site recognition","1/21","28/20505",0.028301339498766,0.154370942720542,0.120066288782644,"ENSG00000278099",1
"GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling","1/21","28/20505",0.028301339498766,0.154370942720542,0.120066288782644,"ENSG00000129991",1
"GO:0060384","innervation","1/21","28/20505",0.028301339498766,0.154370942720542,0.120066288782644,"ENSG00000171246",1
"GO:0009394","2'-deoxyribonucleotide metabolic process","1/21","32/20505",0.0322815696890831,0.170902427765734,0.13292411048446,"ENSG00000276759",1
"GO:0019692","deoxyribose phosphate metabolic process","1/21","34/20505",0.0342658573132538,0.172266414461187,0.133984989025368,"ENSG00000276759",1
"GO:0009262","deoxyribonucleotide metabolic process","1/21","36/20505",0.036246269565852,0.172266414461187,0.133984989025368,"ENSG00000276759",1
