"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","3/25","85/18493",0.000200345982439993,0.0721138234311085,0.0585444180589666,"PYCR1/OTC/GPT2",3
"GO:0009084","GO:0009084","glutamine family amino acid biosynthetic process","2/25","17/18493",0.000235666089644145,0.0721138234311085,0.0585444180589666,"PYCR1/OTC",2
"GO:0050482","GO:0050482","arachidonic acid secretion","2/25","30/18493",0.000745710145808122,0.114093652308643,0.0926250496898509,"SSTR4/PLA2G2C",2
"GO:1903963","GO:1903963","arachidonate transport","2/25","30/18493",0.000745710145808122,0.114093652308643,0.0926250496898509,"SSTR4/PLA2G2C",2
"GO:0032309","GO:0032309","icosanoid secretion","2/25","44/18493",0.00160302061588228,0.15308163781647,0.124276802630502,"SSTR4/PLA2G2C",2
"GO:0071715","GO:0071715","icosanoid transport","2/25","46/18493",0.00175093376587466,0.15308163781647,0.124276802630502,"SSTR4/PLA2G2C",2
"GO:1901571","GO:1901571","fatty acid derivative transport","2/25","46/18493",0.00175093376587466,0.15308163781647,0.124276802630502,"SSTR4/PLA2G2C",2
"GO:0032835","GO:0032835","glomerulus development","2/25","60/18493",0.002959886296372,0.205038796954765,0.166457365260835,"LGR4/TEK",2
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","3/25","223/18493",0.00327109456903663,0.205038796954765,0.166457365260835,"PYCR1/OTC/GPT2",3
"GO:0015909","GO:0015909","long-chain fatty acid transport","2/25","66/18493",0.00356924020369888,0.205038796954765,0.166457365260835,"SSTR4/PLA2G2C",2
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","2/25","68/18493",0.00378429189006867,0.205038796954765,0.166457365260835,"PYCR1/OTC",2
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","3/25","240/18493",0.0040203685677405,0.205038796954765,0.166457365260835,"SSTR4/DEFA3/LGR4",3
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","2/25","78/18493",0.00494765938819143,0.213437860536457,0.173276006489865,"PYCR1/OTC",2
"GO:0015908","GO:0015908","fatty acid transport","2/25","93/18493",0.00696161529662945,0.213437860536457,0.173276006489865,"SSTR4/PLA2G2C",2
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","2/25","100/18493",0.00800880719223862,0.213437860536457,0.173276006489865,"OTC/GPT2",2
"GO:0006520","GO:0006520","cellular amino acid metabolic process","3/25","324/18493",0.0092106261307091,0.213437860536457,0.173276006489865,"PYCR1/OTC/GPT2",3
"GO:0046717","GO:0046717","acid secretion","2/25","112/18493",0.00995816573969793,0.213437860536457,0.173276006489865,"SSTR4/PLA2G2C",2
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","2/25","117/18493",0.0108266459231767,0.213437860536457,0.173276006489865,"ONECUT1/TEK",2
"GO:0009063","GO:0009063","cellular amino acid catabolic process","2/25","118/18493",0.0110042480431009,0.213437860536457,0.173276006489865,"OTC/GPT2",2
"GO:0048565","GO:0048565","digestive tract development","2/25","131/18493",0.0134295297675994,0.213437860536457,0.173276006489865,"OTC/LGR4",2
"GO:0051673","GO:0051673","membrane disruption in other organism","1/25","10/18493",0.0134399363054719,0.213437860536457,0.173276006489865,"DEFA3",1
"GO:0072006","GO:0072006","nephron development","2/25","136/18493",0.0144189247039257,0.213437860536457,0.173276006489865,"LGR4/TEK",2
"GO:0001889","GO:0001889","liver development","2/25","137/18493",0.0146205110563287,0.213437860536457,0.173276006489865,"OTC/ONECUT1",2
"GO:0000050","GO:0000050","urea cycle","1/25","11/18493",0.0147743518003784,0.213437860536457,0.173276006489865,"OTC",1
"GO:0006265","GO:0006265","DNA topological change","1/25","11/18493",0.0147743518003784,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0072173","GO:0072173","metanephric tubule morphogenesis","1/25","11/18493",0.0147743518003784,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0106072","GO:0106072","negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/25","11/18493",0.0147743518003784,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","2/25","139/18493",0.0150273637789635,0.213437860536457,0.173276006489865,"SSTR4/LGR4",2
"GO:0061008","GO:0061008","hepaticobiliary system development","2/25","140/18493",0.0152326233408889,0.213437860536457,0.173276006489865,"OTC/ONECUT1",2
"GO:0055123","GO:0055123","digestive system development","2/25","143/18493",0.0158556941118615,0.213437860536457,0.173276006489865,"OTC/LGR4",2
"GO:0045091","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","1/25","12/18493",0.016107034475684,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0001967","GO:0001967","suckling behavior","1/25","13/18493",0.0174379864879183,0.213437860536457,0.173276006489865,"HELT",1
"GO:0007494","GO:0007494","midgut development","1/25","13/18493",0.0174379864879183,0.213437860536457,0.173276006489865,"OTC",1
"GO:0019627","GO:0019627","urea metabolic process","1/25","13/18493",0.0174379864879183,0.213437860536457,0.173276006489865,"OTC",1
"GO:0039692","GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","1/25","13/18493",0.0174379864879183,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","1/25","13/18493",0.0174379864879183,0.213437860536457,0.173276006489865,"EFNA3",1
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","3/25","412/18493",0.0175525611133811,0.213437860536457,0.173276006489865,"PYCR1/OTC/GPT2",3
"GO:0016053","GO:0016053","organic acid biosynthetic process","3/25","413/18493",0.0176653500933562,0.213437860536457,0.173276006489865,"PYCR1/OTC/GPT2",3
"GO:0071941","GO:0071941","nitrogen cycle metabolic process","1/25","14/18493",0.0187672099910465,0.213437860536457,0.173276006489865,"OTC",1
"GO:0097154","GO:0097154","GABAergic neuron differentiation","1/25","14/18493",0.0187672099910465,0.213437860536457,0.173276006489865,"HELT",1
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission","1/25","14/18493",0.0187672099910465,0.213437860536457,0.173276006489865,"RAB26",1
"GO:0106070","GO:0106070","regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","1/25","14/18493",0.0187672099910465,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0015718","GO:0015718","monocarboxylic acid transport","2/25","158/18493",0.0191322469317935,0.213437860536457,0.173276006489865,"SSTR4/PLA2G2C",2
"GO:0015671","GO:0015671","oxygen transport","1/25","15/18493",0.0200947071364669,0.213437860536457,0.173276006489865,"HBM",1
"GO:0030852","GO:0030852","regulation of granulocyte differentiation","1/25","15/18493",0.0200947071364669,0.213437860536457,0.173276006489865,"TESC",1
"GO:0060347","GO:0060347","heart trabecula formation","1/25","15/18493",0.0200947071364669,0.213437860536457,0.173276006489865,"TEK",1
"GO:0010155","GO:0010155","regulation of proton transport","1/25","16/18493",0.0214204800730179,0.213437860536457,0.173276006489865,"TESC",1
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","1/25","16/18493",0.0214204800730179,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0072224","GO:0072224","metanephric glomerulus development","1/25","16/18493",0.0214204800730179,0.213437860536457,0.173276006489865,"LGR4",1
"GO:2000651","GO:2000651","positive regulation of sodium ion transmembrane transporter activity","1/25","16/18493",0.0214204800730179,0.213437860536457,0.173276006489865,"TESC",1
"GO:0006266","GO:0006266","DNA ligation","1/25","17/18493",0.0227445309469786,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","1/25","17/18493",0.0227445309469786,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0016525","GO:0016525","negative regulation of angiogenesis","2/25","178/18493",0.0239042781434065,0.213437860536457,0.173276006489865,"EFNA3/TEK",2
"GO:0000712","GO:0000712","resolution of meiotic recombination intermediates","1/25","18/18493",0.0240668619020732,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0032303","GO:0032303","regulation of icosanoid secretion","1/25","18/18493",0.0240668619020732,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:2000251","GO:2000251","positive regulation of actin cytoskeleton reorganization","1/25","18/18493",0.0240668619020732,0.213437860536457,0.173276006489865,"TEK",1
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","2/25","180/18493",0.0244059524232439,0.213437860536457,0.173276006489865,"EFNA3/TEK",2
"GO:0006103","GO:0006103","2-oxoglutarate metabolic process","1/25","19/18493",0.0253874750794723,0.213437860536457,0.173276006489865,"GPT2",1
"GO:0015669","GO:0015669","gas transport","1/25","19/18493",0.0253874750794723,0.213437860536457,0.173276006489865,"HBM",1
"GO:0060216","GO:0060216","definitive hemopoiesis","1/25","19/18493",0.0253874750794723,0.213437860536457,0.173276006489865,"TEK",1
"GO:0090190","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","1/25","19/18493",0.0253874750794723,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0019933","GO:0019933","cAMP-mediated signaling","2/25","186/18493",0.0259369601243568,0.213437860536457,0.173276006489865,"SSTR4/LGR4",2
"GO:0006525","GO:0006525","arginine metabolic process","1/25","20/18493",0.0267063726177972,0.213437860536457,0.173276006489865,"OTC",1
"GO:0072234","GO:0072234","metanephric nephron tubule development","1/25","20/18493",0.0267063726177972,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0007219","GO:0007219","Notch signaling pathway","2/25","189/18493",0.026716925631834,0.213437860536457,0.173276006489865,"HELT/ONECUT1",2
"GO:1901343","GO:1901343","negative regulation of vasculature development","2/25","192/18493",0.0275064203825616,0.213437860536457,0.173276006489865,"EFNA3/TEK",2
"GO:0007623","GO:0007623","circadian rhythm","2/25","193/18493",0.0277716884972663,0.213437860536457,0.173276006489865,"TOP2A/LGR4",2
"GO:1902307","GO:1902307","positive regulation of sodium ion transmembrane transport","1/25","21/18493",0.0280235566531218,0.213437860536457,0.173276006489865,"TESC",1
"GO:0030539","GO:0030539","male genitalia development","1/25","22/18493",0.029339029318977,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0061213","GO:0061213","positive regulation of mesonephros development","1/25","22/18493",0.029339029318977,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0072012","GO:0072012","glomerulus vasculature development","1/25","22/18493",0.029339029318977,0.213437860536457,0.173276006489865,"TEK",1
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","1/25","23/18493",0.0306527927463506,0.213437860536457,0.173276006489865,"STX11",1
"GO:0072170","GO:0072170","metanephric tubule development","1/25","23/18493",0.0306527927463506,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0072243","GO:0072243","metanephric nephron epithelium development","1/25","23/18493",0.0306527927463506,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis","1/25","23/18493",0.0306527927463506,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0017157","GO:0017157","regulation of exocytosis","2/25","204/18493",0.030758032787911,0.213437860536457,0.173276006489865,"RAB26/LGI3",2
"GO:0002227","GO:0002227","innate immune response in mucosa","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"DEFA3",1
"GO:0032878","GO:0032878","regulation of establishment or maintenance of cell polarity","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"TEK",1
"GO:0061437","GO:0061437","renal system vasculature development","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"TEK",1
"GO:0061440","GO:0061440","kidney vasculature development","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"TEK",1
"GO:0099500","GO:0099500","vesicle fusion to plasma membrane","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"STX11",1
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"EFNA3",1
"GO:2000191","GO:2000191","regulation of fatty acid transport","1/25","24/18493",0.0319648490636945,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","2/25","209/18493",0.03215622599757,0.213437860536457,0.173276006489865,"ONECUT1/TEK",2
"GO:0043951","GO:0043951","negative regulation of cAMP-mediated signaling","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0051307","GO:0051307","meiotic chromosome separation","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0051894","GO:0051894","positive regulation of focal adhesion assembly","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"TEK",1
"GO:0060343","GO:0060343","trabecula formation","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"TEK",1
"GO:1901032","GO:1901032","negative regulation of response to reactive oxygen species","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"PYCR1",1
"GO:1903206","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"PYCR1",1
"GO:2001039","GO:2001039","negative regulation of cellular response to drug","1/25","25/18493",0.0332752003969233,0.213437860536457,0.173276006489865,"PYCR1",1
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","2/25","214/18493",0.033579371378399,0.213437860536457,0.173276006489865,"SSTR4/LGR4",2
"GO:0001958","GO:0001958","endochondral ossification","1/25","26/18493",0.0345838488694203,0.213437860536457,0.173276006489865,"TEK",1
"GO:0036075","GO:0036075","replacement ossification","1/25","26/18493",0.0345838488694203,0.213437860536457,0.173276006489865,"TEK",1
"GO:0061217","GO:0061217","regulation of mesonephros development","1/25","26/18493",0.0345838488694203,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0072202","GO:0072202","cell differentiation involved in metanephros development","1/25","26/18493",0.0345838488694203,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0072273","GO:0072273","metanephric nephron morphogenesis","1/25","26/18493",0.0345838488694203,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","2/25","221/18493",0.0356129895664658,0.213437860536457,0.173276006489865,"SSTR4/LGR4",2
"GO:0039694","GO:0039694","viral RNA genome replication","1/25","27/18493",0.0358907966020391,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0072207","GO:0072207","metanephric epithelium development","1/25","27/18493",0.0358907966020391,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0007160","GO:0007160","cell-matrix adhesion","2/25","222/18493",0.035907380749806,0.213437860536457,0.173276006489865,"ONECUT1/TEK",2
"GO:0007143","GO:0007143","female meiotic nuclear division","1/25","30/18493",0.039801456531271,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","1/25","30/18493",0.039801456531271,0.213437860536457,0.173276006489865,"GPM6A",1
"GO:0097237","GO:0097237","cellular response to toxic substance","2/25","235/18493",0.0398207586817644,0.213437860536457,0.173276006489865,"HBM/PYCR1",2
"GO:0007190","GO:0007190","activation of adenylate cyclase activity","1/25","31/18493",0.0411016224624151,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0010259","GO:0010259","multicellular organism aging","1/25","31/18493",0.0411016224624151,0.213437860536457,0.173276006489865,"HELT",1
"GO:0043552","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","1/25","31/18493",0.0411016224624151,0.213437860536457,0.173276006489865,"TEK",1
"GO:1903393","GO:1903393","positive regulation of adherens junction organization","1/25","31/18493",0.0411016224624151,0.213437860536457,0.173276006489865,"TEK",1
"GO:0030851","GO:0030851","granulocyte differentiation","1/25","32/18493",0.0424000982201036,0.213437860536457,0.173276006489865,"TESC",1
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","1/25","32/18493",0.0424000982201036,0.213437860536457,0.173276006489865,"HBM",1
"GO:0043114","GO:0043114","regulation of vascular permeability","1/25","32/18493",0.0424000982201036,0.213437860536457,0.173276006489865,"TEK",1
"GO:0070207","GO:0070207","protein homotrimerization","1/25","32/18493",0.0424000982201036,0.213437860536457,0.173276006489865,"OTC",1
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","1/25","32/18493",0.0424000982201036,0.213437860536457,0.173276006489865,"TEK",1
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","1/25","32/18493",0.0424000982201036,0.213437860536457,0.173276006489865,"PYCR1",1
"GO:0072659","GO:0072659","protein localization to plasma membrane","2/25","244/18493",0.0426217287003336,0.213437860536457,0.173276006489865,"TESC/RAB26",2
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","2/25","245/18493",0.0429374709675178,0.213437860536457,0.173276006489865,"SSTR4/TEK",2
"GO:0003338","GO:0003338","metanephros morphogenesis","1/25","33/18493",0.0436968859100715,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0032892","GO:0032892","positive regulation of organic acid transport","1/25","33/18493",0.0436968859100715,0.213437860536457,0.173276006489865,"SSTR4",1
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","1/25","33/18493",0.0436968859100715,0.213437860536457,0.173276006489865,"EFNA3",1
"GO:1905332","GO:1905332","positive regulation of morphogenesis of an epithelium","1/25","33/18493",0.0436968859100715,0.213437860536457,0.173276006489865,"LGR4",1
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"TESC",1
"GO:0030262","GO:0030262","apoptotic nuclear changes","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"TOP2A",1
"GO:0043001","GO:0043001","Golgi to plasma membrane protein transport","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"RAB26",1
"GO:0048536","GO:0048536","spleen development","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"ONECUT1",1
"GO:0061384","GO:0061384","heart trabecula morphogenesis","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"TEK",1
"GO:2000249","GO:2000249","regulation of actin cytoskeleton reorganization","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"TEK",1
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","1/25","34/18493",0.0449919876355452,0.213437860536457,0.173276006489865,"TEK",1
"GO:0002385","GO:0002385","mucosal immune response","1/25","35/18493",0.0462854054972446,0.213437860536457,0.173276006489865,"DEFA3",1
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","1/25","35/18493",0.0462854054972446,0.213437860536457,0.173276006489865,"TEK",1
"GO:2001024","GO:2001024","negative regulation of response to drug","1/25","35/18493",0.0462854054972446,0.213437860536457,0.173276006489865,"PYCR1",1
"GO:2001038","GO:2001038","regulation of cellular response to drug","1/25","35/18493",0.0462854054972446,0.213437860536457,0.173276006489865,"PYCR1",1
"GO:0007187","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","2/25","256/18493",0.0464690596602383,0.213437860536457,0.173276006489865,"SSTR4/LGR4",2
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","2/25","259/18493",0.0474505209410332,0.213437860536457,0.173276006489865,"SSTR4/DEFA3",2
