"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050482","GO:0050482","arachidonic acid secretion","2/23","30/18493",0.00063015149988498,0.0767807569370981,0.0667884736261101,"SSTR4/PLA2G2C",2
"GO:1903963","GO:1903963","arachidonate transport","2/23","30/18493",0.00063015149988498,0.0767807569370981,0.0667884736261101,"SSTR4/PLA2G2C",2
"GO:0050832","GO:0050832","defense response to fungus","2/23","39/18493",0.00106615081648595,0.0767807569370981,0.0667884736261101,"DEFA3/S100A12",2
"GO:0032309","GO:0032309","icosanoid secretion","2/23","44/18493",0.0013559709479713,0.0767807569370981,0.0667884736261101,"SSTR4/PLA2G2C",2
"GO:0071715","GO:0071715","icosanoid transport","2/23","46/18493",0.00148130077692151,0.0767807569370981,0.0667884736261101,"SSTR4/PLA2G2C",2
"GO:1901571","GO:1901571","fatty acid derivative transport","2/23","46/18493",0.00148130077692151,0.0767807569370981,0.0667884736261101,"SSTR4/PLA2G2C",2
"GO:0009620","GO:0009620","response to fungus","2/23","51/18493",0.00181791065922144,0.0807671735739811,0.0702560961533699,"DEFA3/S100A12",2
"GO:0031640","GO:0031640","killing of cells of other organism","2/23","61/18493",0.00258960613255827,0.0894852785806246,0.0778396229318685,"DEFA3/S100A12",2
"GO:0044364","GO:0044364","disruption of cells of other organism","2/23","61/18493",0.00258960613255827,0.0894852785806246,0.0778396229318685,"DEFA3/S100A12",2
"GO:0015909","GO:0015909","long-chain fatty acid transport","2/23","66/18493",0.00302392313290698,0.0940440094334072,0.0818050784375889,"SSTR4/PLA2G2C",2
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","2/23","71/18493",0.00349004583333984,0.0986731140153355,0.0858317492027118,"DEFA3/S100A12",2
"GO:0015908","GO:0015908","fatty acid transport","2/23","93/18493",0.00590936320071686,0.153150996285245,0.133219854612652,"SSTR4/PLA2G2C",2
