"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","1/10","10/20505",0.0048672364283987,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009952","anterior/posterior pattern specification","2/10","227/20505",0.00517864538781946,0.0410328006964399,0.0218920493982448,"ENSG00000090932/ENSG00000180806",2
"GO:0009157","deoxyribonucleoside monophosphate biosynthetic process","1/10","11/20505",0.00535278547137086,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","1/10","12/20505",0.0058381212840618,0.0410328006964399,0.0218920493982448,"ENSG00000171246",1
"GO:0009143","nucleoside triphosphate catabolic process","1/10","13/20505",0.00632324394971151,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009223","pyrimidine deoxyribonucleotide catabolic process","1/10","13/20505",0.00632324394971151,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","1/10","13/20505",0.00632324394971151,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0046385","deoxyribose phosphate biosynthetic process","1/10","13/20505",0.00632324394971151,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0006244","pyrimidine nucleotide catabolic process","1/10","14/20505",0.00680815355153197,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009162","deoxyribonucleoside monophosphate metabolic process","1/10","14/20505",0.00680815355153197,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009263","deoxyribonucleotide biosynthetic process","1/10","16/20505",0.00777733389639002,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0048339","paraxial mesoderm development","1/10","17/20505",0.00826160480570881,0.0410328006964399,0.0218920493982448,"ENSG00000090932",1
"GO:0009130","pyrimidine nucleoside monophosphate biosynthetic process","1/10","18/20505",0.00874566298376145,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009200","deoxyribonucleoside triphosphate metabolic process","1/10","18/20505",0.00874566298376145,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009129","pyrimidine nucleoside monophosphate metabolic process","1/10","19/20505",0.00922950851361781,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009264","deoxyribonucleotide catabolic process","1/10","20/20505",0.00971314147831825,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0009219","pyrimidine deoxyribonucleotide metabolic process","1/10","21/20505",0.0101965619608771,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
"GO:0046386","deoxyribose phosphate catabolic process","1/10","21/20505",0.0101965619608771,0.0410328006964399,0.0218920493982448,"ENSG00000276759",1
